#assembly	accession	start	stop	name	query	e-value	score	bias
GCF_001472295.1	NZ_LPQA01000012.1	163256	162732	lcl|ORF466_NZ_LPQA01000012.1:163256:162732	TIGR01865.1	7.3	3.1	8.6
GCF_001472385.1	NZ_LPPV01000097.1	485064	485738	lcl|ORF76_NZ_LPPV01000097.1:485064:485738	TIGR01865.1	0.00014	18.6	1.1
GCF_001472555.1	NZ_LPPM01000028.1	50230	51243	lcl|ORF26_NZ_LPPM01000028.1:50230:51243	TIGR01865.1	0.0026	14.5	0.0
GCF_001472575.1	NZ_LPPN01000082.1	367447	368070	lcl|ORF160_NZ_LPPN01000082.1:367447:368070	TIGR01865.1	9.8	2.6	7.4
GCF_001472605.1	NZ_LPPK01000085.1	32660	33280	lcl|ORF69_NZ_LPPK01000085.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001472635.1	NZ_LPPJ01000012.1	172089	171076	lcl|ORF335_NZ_LPPJ01000012.1:172089:171076	TIGR01865.1	0.0018	14.9	0.0
GCF_001472645.1	NZ_LPPI01000061.1	361638	362258	lcl|ORF63_NZ_LPPI01000061.1:361638:362258	TIGR01865.1	4.4	3.8	7.6
GCF_001472675.1	NZ_LPPH01000041.1	142653	143492	lcl|ORF25_NZ_LPPH01000041.1:142653:143492	TIGR01865.1	0.025	11.2	0.0
GCF_001472675.1	NZ_LPPH01000001.1	147333	146713	lcl|ORF305_NZ_LPPH01000001.1:147333:146713	TIGR01865.1	4.4	3.8	7.6
GCF_001472715.1	NZ_LPPF01000071.1	153429	154442	lcl|ORF33_NZ_LPPF01000071.1:153429:154442	TIGR01865.1	0.0029	14.3	0.0
GCF_001472795.1	NZ_LPPB01000034.1	320037	321050	lcl|ORF54_NZ_LPPB01000034.1:320037:321050	TIGR01865.1	0.0036	14.0	0.0
GCF_001472895.1	NZ_LPOW01000078.1	317649	318662	lcl|ORF61_NZ_LPOW01000078.1:317649:318662	TIGR01865.1	0.0028	14.4	0.0
GCF_001472915.1	NZ_LPOV01000015.1	301623	302021	lcl|ORF68_NZ_LPOV01000015.1:301623:302021	TIGR01865.1	0.0012	15.5	0.0
GCF_001472915.1	NZ_LPOV01000015.1	301623	302021	lcl|ORF68_NZ_LPOV01000015.1:301623:302021	TIGR03031.1	0.024	11.2	0.0
GCF_001472975.1	NZ_LPOR01000012.1	157923	157300	lcl|ORF350_NZ_LPOR01000012.1:157923:157300	TIGR01865.1	9.4	2.6	7.4
GCF_001472995.1	NZ_LPOS01000017.1	7622	6609	lcl|ORF60_NZ_LPOS01000017.1:7622:6609	TIGR01865.1	0.0027	14.4	0.0
GCF_001473015.1	NZ_LPOQ01000055.1	21100	20732	lcl|ORF23_NZ_LPOQ01000055.1:21100:20732	TIGR01865.1	0.067	9.8	0.0
GCF_001473055.1	NZ_LPOO01000003.1	32660	33280	lcl|ORF69_NZ_LPOO01000003.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001473115.1	NZ_LPOL01000030.1	119893	119219	lcl|ORF284_NZ_LPOL01000030.1:119893:119219	TIGR01865.1	0.00015	18.6	1.1
GCF_001473135.1	NZ_LPOK01000042.1	233180	234193	lcl|ORF154_NZ_LPOK01000042.1:233180:234193	TIGR01865.1	0.00078	16.2	0.0
GCF_001473155.1	NZ_LPOJ01000025.1	233180	234193	lcl|ORF154_NZ_LPOJ01000025.1:233180:234193	TIGR01865.1	0.00081	16.2	0.0
GCF_001473285.1	NZ_LPQU01000006.1	12273	12893	lcl|ORF3_NZ_LPQU01000006.1:12273:12893	TIGR01865.1	4.4	3.8	7.6
GCF_001474075.1	NZ_JYPU01000014.1	15133	15525	lcl|ORF20_NZ_JYPU01000014.1:15133:15525	TIGR01865.1	0.0085	12.6	0.1
GCF_001474255.1	NZ_JYQJ01000056.1	20556	20948	lcl|ORF4_NZ_JYQJ01000056.1:20556:20948	TIGR01865.1	0.0087	12.6	0.1
GCF_001474575.1	NZ_JYRI01000028.1	27391	26999	lcl|ORF29_NZ_JYRI01000028.1:27391:26999	TIGR01865.1	0.0086	12.6	0.1
GCF_001475075.1	NZ_JYSZ01000009.1	274848	275771	lcl|ORF57_NZ_JYSZ01000009.1:274848:275771	TIGR01865.1	5.7e-07	26.3	0.0
GCF_001475085.1	NZ_JYTF01000032.1	27392	27000	lcl|ORF39_NZ_JYTF01000032.1:27392:27000	TIGR01865.1	0.0087	12.6	0.1
GCF_001475405.1	NZ_LPOD01000012.1	152218	151595	lcl|ORF245_NZ_LPOD01000012.1:152218:151595	TIGR01865.1	9.7	2.6	7.4
GCF_001475425.1	NZ_LPOG01000062.1	146135	145515	lcl|ORF435_NZ_LPOG01000062.1:146135:145515	TIGR01865.1	4.3	3.8	7.6
GCF_001478105.1	NZ_JYVD01000023.1	226005	226928	lcl|ORF41_NZ_JYVD01000023.1:226005:226928	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001478475.1	NZ_JYYS01000042.1	70668	69745	lcl|ORF70_NZ_JYYS01000042.1:70668:69745	TIGR01865.1	6e-07	26.3	0.0
GCF_001478565.1	NZ_JYZF01000132.1	5210	6133	lcl|ORF4_NZ_JYZF01000132.1:5210:6133	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001478715.1	NZ_JYUD01000004.1	171339	170416	lcl|ORF202_NZ_JYUD01000004.1:171339:170416	TIGR01865.1	6e-07	26.3	0.0
GCF_001478825.1	NZ_JYUK01000013.1	173003	173926	lcl|ORF161_NZ_JYUK01000013.1:173003:173926	TIGR01865.1	6e-07	26.3	0.0
GCF_001478855.1	NZ_JYUO01000070.1	3156	3956	lcl|ORF2_NZ_JYUO01000070.1:3156:3956	TIGR01865.1	5.7e-05	19.8	1.2
GCF_001479425.1	NZ_JYWB01000017.1	164314	165237	lcl|ORF67_NZ_JYWB01000017.1:164314:165237	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001479615.1	NZ_JYWN01000002.1	24197	23274	lcl|ORF194_NZ_JYWN01000002.1:24197:23274	TIGR01865.1	6.3e-07	26.3	0.0
GCF_001479685.1	NZ_JYWV01000003.1	173070	173993	lcl|ORF32_NZ_JYWV01000003.1:173070:173993	TIGR01865.1	6e-07	26.3	0.0
GCF_001479725.1	NZ_JYWX01000003.1	171339	170416	lcl|ORF378_NZ_JYWX01000003.1:171339:170416	TIGR01865.1	6e-07	26.3	0.0
GCF_001479745.1	NZ_JYWY01000058.1	6168	7091	lcl|ORF3_NZ_JYWY01000058.1:6168:7091	TIGR01865.1	6e-07	26.3	0.0
GCF_001479755.1	NZ_JYWZ01000013.1	171339	170416	lcl|ORF378_NZ_JYWZ01000013.1:171339:170416	TIGR01865.1	6e-07	26.3	0.0
GCF_001480045.1	NZ_JYXU01000011.1	171339	170416	lcl|ORF255_NZ_JYXU01000011.1:171339:170416	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001480245.1	NZ_JYYN01000009.1	26820	27212	lcl|ORF4_NZ_JYYN01000009.1:26820:27212	TIGR01865.1	0.0088	12.6	0.1
GCF_001480305.1	NZ_JYYV01000029.1	108588	108196	lcl|ORF61_NZ_JYYV01000029.1:108588:108196	TIGR01865.1	0.0084	12.6	0.1
GCF_001480405.1	NZ_JYZH01000059.1	8214	7291	lcl|ORF9_NZ_JYZH01000059.1:8214:7291	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001480695.1	NZ_JZAC01000003.1	235371	236294	lcl|ORF42_NZ_JZAC01000003.1:235371:236294	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001480715.1	NZ_JZAF01000019.1	24570	23647	lcl|ORF131_NZ_JZAF01000019.1:24570:23647	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001480725.1	NZ_JZAG01000012.1	347858	347466	lcl|ORF428_NZ_JZAG01000012.1:347858:347466	TIGR01865.1	0.0087	12.6	0.1
GCF_001480755.1	NZ_JZAI01000025.1	164249	165172	lcl|ORF154_NZ_JZAI01000025.1:164249:165172	TIGR01865.1	6.1e-07	26.3	0.0
GCF_001480865.1	NZ_JYYD01000045.1	119609	120532	lcl|ORF69_NZ_JYYD01000045.1:119609:120532	TIGR01865.1	6.2e-07	26.3	0.0
GCF_001480925.1	NZ_JYYO01000014.1	45170	44247	lcl|ORF41_NZ_JYYO01000014.1:45170:44247	TIGR01865.1	6.2e-07	26.3	0.0
GCF_001481195.1	NZ_JZAD01000004.1	298399	298791	lcl|ORF147_NZ_JZAD01000004.1:298399:298791	TIGR01865.1	0.0086	12.6	0.1
GCF_001481545.2	NZ_JZTH01000024.1	60316	59531	lcl|ORF35_NZ_JZTH01000024.1:60316:59531	TIGR03031.1	0.0023	14.6	0.5
GCF_001482665.1	NZ_LKKP01000068.1	47260	46604	lcl|ORF67_NZ_LKKP01000068.1:47260:46604	TIGR01865.1	2e-05	21.9	0.0
GCF_001483545.1	NZ_LLJL01000392.1	17471	18154	lcl|ORF34_NZ_LLJL01000392.1:17471:18154	TIGR01865.1	0.055	10.4	0.1
GCF_001484765.1	NZ_KQ947378.1	50194	49880	lcl|ORF295_NZ_KQ947378.1:50194:49880	TIGR01865.1	0.053	10.2	0.0
GCF_001485025.1	NZ_BCMB01000005.1	120000	120542	lcl|ORF17_NZ_BCMB01000005.1:120000:120542	TIGR03031.1	0.003	13.3	1.1
GCF_001485045.1	NZ_BCMC01000017.1	36739	37800	lcl|ORF20_NZ_BCMC01000017.1:36739:37800	TIGR01865.1	6.4e-07	25.5	0.4
GCF_001485065.1	NZ_BCMD01000036.1	18450	17401	lcl|ORF7_NZ_BCMD01000036.1:18450:17401	TIGR01865.1	3.4e-06	23.0	0.3
GCF_001486525.1	NZ_FAUO01000006.1	500538	498826	lcl|ORF307_NZ_FAUO01000006.1:500538:498826	TIGR01865.1	0.016	11.5	0.4
GCF_001486525.1	NZ_FAUO01000003.1	474412	475329	lcl|ORF194_NZ_FAUO01000003.1:474412:475329	TIGR03031.1	0.0033	13.7	0.0
GCF_001499695.1	NZ_CVIU01000024.1	18418	19083	lcl|ORF78_NZ_CVIU01000024.1:18418:19083	TIGR01865.1	6.1e-05	20.1	0.0
GCF_001499695.1	NZ_CVIU01000044.1	74008	74727	lcl|ORF46_NZ_CVIU01000044.1:74008:74727	TIGR01865.1	0.011	12.7	0.0
GCF_001499735.1	NZ_LN848257.1	3368260	3367643	lcl|ORF6368_NZ_LN848257.1:3368260:3367643	TIGR01865.1	0.0049	14.0	0.0
GCF_001499715.1	NZ_CVIW01000004.1	32635	31970	lcl|ORF151_NZ_CVIW01000004.1:32635:31970	TIGR01865.1	6e-05	20.1	0.0
GCF_001500225.1	NZ_LMZH01000005.1	150415	149285	lcl|ORF80_NZ_LMZH01000005.1:150415:149285	TIGR01865.1	9.4e-08	28.5	0.2
GCF_001506075.1	NZ_KQ947475.1	796634	797620	lcl|ORF1259_NZ_KQ947475.1:796634:797620	TIGR01865.1	3.3e-07	26.9	0.0
GCF_001506125.1	NZ_CM003649.1	3778	5211	lcl|ORF9_NZ_CM003649.1:3778:5211	TIGR01865.1	0.53	6.7	3.2
GCF_001506105.1	NZ_LQIG01001161.1	4223	4888	lcl|ORF8_NZ_LQIG01001161.1:4223:4888	TIGR01865.1	9.7e-05	20.1	0.0
GCF_001507605.1	NZ_LQBR01000001.1	460294	460851	lcl|ORF315_NZ_LQBR01000001.1:460294:460851	TIGR01865.1	0.00024	17.6	0.0
GCF_001507605.1	NZ_LQBR01000002.1	396920	396150	lcl|ORF955_NZ_LQBR01000002.1:396920:396150	TIGR01865.1	0.00083	15.8	0.0
GCF_001510775.1	NZ_LNCO01000019.1	50770	47594	lcl|ORF112_NZ_LNCO01000019.1:50770:47594	TIGR01865.1	3.9e-255	846.0	11.4
GCF_001514455.1	NZ_CP013913.1	506220	506906	lcl|ORF84_NZ_CP013913.1:506220:506906	TIGR01865.1	0.013	12.4	0.1
GCF_001514555.1	NZ_BBVE01000043.1	3927	4307	lcl|ORF2_NZ_BBVE01000043.1:3927:4307	TIGR01865.1	0.001	15.6	0.4
GCF_001514575.1	NZ_BBVF01000007.1	124792	125406	lcl|ORF49_NZ_BBVF01000007.1:124792:125406	TIGR03031.1	0.075	9.3	0.5
GCF_001514765.1	NZ_BBVO01000031.1	3952	4332	lcl|ORF7_NZ_BBVO01000031.1:3952:4332	TIGR01865.1	0.0092	12.4	0.6
GCF_001514825.1	NZ_BBVR01000039.1	26163	25783	lcl|ORF26_NZ_BBVR01000039.1:26163:25783	TIGR01865.1	0.00098	15.6	0.4
GCF_001514845.1	NZ_BBVS01000013.1	18126	17746	lcl|ORF57_NZ_BBVS01000013.1:18126:17746	TIGR01865.1	0.0094	12.4	0.6
GCF_001514905.1	NZ_BBVV01000013.1	110707	110327	lcl|ORF132_NZ_BBVV01000013.1:110707:110327	TIGR01865.1	0.001	15.6	0.4
GCF_001514905.1	NZ_BBVV01000013.1	4388	5002	lcl|ORF50_NZ_BBVV01000013.1:4388:5002	TIGR03031.1	0.076	9.3	0.6
GCF_001514885.1	NZ_BBVU01000049.1	3872	4252	lcl|ORF20_NZ_BBVU01000049.1:3872:4252	TIGR01865.1	0.001	15.6	0.4
GCF_001514885.1	NZ_BBVU01000014.1	35448	36062	lcl|ORF5_NZ_BBVU01000014.1:35448:36062	TIGR03031.1	0.077	9.3	0.5
GCF_001515025.1	NZ_BBWB01000017.1	103847	103233	lcl|ORF53_NZ_BBWB01000017.1:103847:103233	TIGR03031.1	0.076	9.3	0.6
GCF_001515095.1	NZ_LQBW01000014.1	32218	31838	lcl|ORF67_NZ_LQBW01000014.1:32218:31838	TIGR01865.1	0.0012	15.0	0.3
GCF_001515165.1	NZ_LQCA01000037.1	16160	16567	lcl|ORF8_NZ_LQCA01000037.1:16160:16567	TIGR01865.1	0.0096	12.0	0.0
GCF_001516385.1	NZ_CP008863.1	6484363	6485109	lcl|ORF3165_NZ_CP008863.1:6484363:6485109	TIGR01865.1	0.0092	13.5	0.0
GCF_001516805.1	NZ_LQAR01000002.1	3728129	3727083	lcl|ORF1888_NZ_LQAR01000002.1:3728129:3727083	TIGR01865.1	4.8e-06	22.9	0.2
GCF_001516605.1	NZ_LQNV01000654.1	742	77	lcl|ORF11_NZ_LQNV01000654.1:742:77	TIGR01865.1	6.3e-05	20.1	0.0
GCF_001518205.1	NZ_LRCI01000112.1	26348	25335	lcl|ORF38_NZ_LRCI01000112.1:26348:25335	TIGR01865.1	0.0027	14.4	0.0
GCF_001518245.1	NZ_LRCM01000015.1	11624	10611	lcl|ORF102_NZ_LRCM01000015.1:11624:10611	TIGR01865.1	0.00083	15.9	0.0
GCF_001518315.1	NZ_LRCL01000053.1	28801	27788	lcl|ORF33_NZ_LRCL01000053.1:28801:27788	TIGR01865.1	0.0034	13.9	0.0
GCF_001518465.1	NZ_LNKY01000158.1	2049	994	lcl|ORF125_NZ_LNKY01000158.1:2049:994	TIGR01865.1	0.1	9.7	0.0
GCF_001518525.1	NZ_LRBY01000023.1	8381	8058	lcl|ORF136_NZ_LRBY01000023.1:8381:8058	TIGR01865.1	5.9	3.2	9.7
GCF_001518625.1	NZ_LRCQ01000112.1	11623	10610	lcl|ORF6_NZ_LRCQ01000112.1:11623:10610	TIGR01865.1	0.0026	14.3	0.0
GCF_001518695.1	NZ_LNKZ01000172.1	2049	994	lcl|ORF125_NZ_LNKZ01000172.1:2049:994	TIGR01865.1	0.1	9.7	0.0
GCF_001518775.1	NZ_CP013965.1	2450733	2450335	lcl|ORF3771_NZ_CP013965.1:2450733:2450335	TIGR01865.1	0.57	7.0	2.5
GCF_001518895.1	NZ_CP012947.1	2960802	2961491	lcl|ORF800_NZ_CP012947.1:2960802:2961491	TIGR01865.1	2.6e-05	21.6	0.0
GCF_001519525.1	NZ_LQSO01000015.1	60951	60313	lcl|ORF96_NZ_LQSO01000015.1:60951:60313	TIGR01865.1	0.0021	14.6	0.4
GCF_001519945.1	NZ_LQVC01000096.1	3070	2690	lcl|ORF9_NZ_LQVC01000096.1:3070:2690	TIGR01865.1	0.0018	14.9	0.9
GCF_001520375.1	NZ_LQTZ01000052.1	40608	41000	lcl|ORF8_NZ_LQTZ01000052.1:40608:41000	TIGR01865.1	0.0046	13.5	0.6
GCF_001521025.1	NZ_LQUS01000063.1	3041	2229	lcl|ORF14_NZ_LQUS01000063.1:3041:2229	TIGR01865.1	0.00011	19.0	0.4
GCF_001521075.1	NZ_LQTW01000100.1	40071	40463	lcl|ORF8_NZ_LQTW01000100.1:40071:40463	TIGR01865.1	0.0048	13.5	0.6
GCF_001524965.1	NZ_LRJY01000034.1	5034	4021	lcl|ORF302_NZ_LRJY01000034.1:5034:4021	TIGR01865.1	0.0012	15.6	0.0
GCF_001524995.1	NZ_LRJX01000037.1	328918	329931	lcl|ORF143_NZ_LRJX01000037.1:328918:329931	TIGR01865.1	0.0036	14.0	0.0
GCF_001525015.1	NZ_LRJV01000012.1	348416	349039	lcl|ORF242_NZ_LRJV01000012.1:348416:349039	TIGR01865.1	9.6	2.6	7.4
GCF_001525155.1	NZ_LRJB01000002.1	32660	33280	lcl|ORF69_NZ_LRJB01000002.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001525305.1	NZ_LRJE01000002.1	32660	33280	lcl|ORF69_NZ_LRJE01000002.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001525325.1	NZ_LRJF01000003.1	32660	33280	lcl|ORF69_NZ_LRJF01000003.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001525365.1	NZ_LRIW01000035.1	361637	362257	lcl|ORF239_NZ_LRIW01000035.1:361637:362257	TIGR01865.1	4.4	3.8	7.6
GCF_001525385.1	NZ_LRJD01000002.1	32660	33280	lcl|ORF69_NZ_LRJD01000002.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001525595.2	NZ_LRIG02000002.1	737901	738899	lcl|ORF130_NZ_LRIG02000002.1:737901:738899	TIGR01865.1	2e-05	21.1	0.1
GCF_001526025.1	NZ_LRJO01000004.1	6582	7205	lcl|ORF2_NZ_LRJO01000004.1:6582:7205	TIGR01865.1	9.6	2.6	7.4
GCF_001526035.1	NZ_LRIN01000059.1	5034	4021	lcl|ORF302_NZ_LRIN01000059.1:5034:4021	TIGR01865.1	0.0012	15.6	0.0
GCF_001526085.1	NZ_LRJP01000006.1	6128	6748	lcl|ORF54_NZ_LRJP01000006.1:6128:6748	TIGR01865.1	4.2	3.8	7.6
GCF_001526165.1	NZ_LRJI01000004.1	146015	145395	lcl|ORF168_NZ_LRJI01000004.1:146015:145395	TIGR01865.1	4.3	3.8	7.6
GCF_001526185.1	NZ_LRJC01000003.1	32660	33280	lcl|ORF69_NZ_LRJC01000003.1:32660:33280	TIGR01865.1	4.2	3.8	7.6
GCF_001528745.1	NZ_BCNS01000169.1	27012	27539	lcl|ORF5_NZ_BCNS01000169.1:27012:27539	TIGR01865.1	0.043	10.7	0.4
GCF_001535735.1	NZ_LIIB01000085.1	38839	39522	lcl|ORF37_NZ_LIIB01000085.1:38839:39522	TIGR01865.1	0.058	10.4	0.1
GCF_001535785.1	NZ_LIHZ01000003.1	73622	72939	lcl|ORF154_NZ_LIHZ01000003.1:73622:72939	TIGR01865.1	0.058	10.4	0.1
GCF_001535805.1	NZ_LIHY01000124.1	35085	35768	lcl|ORF9_NZ_LIHY01000124.1:35085:35768	TIGR01865.1	0.07	10.1	0.2
GCF_001535815.1	NZ_LIHX01000239.1	34490	35173	lcl|ORF49_NZ_LIHX01000239.1:34490:35173	TIGR01865.1	0.054	10.4	0.1
GCF_001535855.1	NZ_LIHU01000016.1	29103	28456	lcl|ORF373_NZ_LIHU01000016.1:29103:28456	TIGR01865.1	0.013	12.5	0.0
GCF_001535875.1	NZ_LIHS01000094.1	280070	280717	lcl|ORF168_NZ_LIHS01000094.1:280070:280717	TIGR01865.1	0.013	12.5	0.0
GCF_001535915.1	NZ_LIHQ01000105.1	4348	5031	lcl|ORF4_NZ_LIHQ01000105.1:4348:5031	TIGR01865.1	0.059	10.4	0.1
GCF_001535945.1	NZ_LIHR01000047.1	39359	38712	lcl|ORF28_NZ_LIHR01000047.1:39359:38712	TIGR01865.1	0.013	12.5	0.0
GCF_001536425.1	NZ_FCLV01000001.1	1750130	1749450	lcl|ORF2037_NZ_FCLV01000001.1:1750130:1749450	TIGR01865.1	0.0026	14.7	0.3
GCF_001536425.1	NZ_FCLV01000001.1	1750130	1749450	lcl|ORF2037_NZ_FCLV01000001.1:1750130:1749450	TIGR03031.1	0.0099	12.7	0.2
GCF_001537145.1	NZ_FCGD01000002.1	419820	420509	lcl|ORF84_NZ_FCGD01000002.1:419820:420509	TIGR01865.1	0.00052	17.0	0.1
GCF_001537545.1	NZ_FCFC01000002.1	279873	279184	lcl|ORF662_NZ_FCFC01000002.1:279873:279184	TIGR01865.1	0.00052	17.0	0.1
GCF_001537925.1	NZ_FCLS01000002.1	177516	176827	lcl|ORF663_NZ_FCLS01000002.1:177516:176827	TIGR01865.1	0.00052	17.0	0.1
GCF_001538055.1	NZ_LIID01000020.1	79337	80020	lcl|ORF93_NZ_LIID01000020.1:79337:80020	TIGR01865.1	0.056	10.5	0.1
GCF_001538095.1	NZ_LIIJ01000022.1	59256	59780	lcl|ORF17_NZ_LIIJ01000022.1:59256:59780	TIGR01865.1	0.035	11.2	0.0
GCF_001538145.1	NZ_LIIE01000164.1	29910	29227	lcl|ORF316_NZ_LIIE01000164.1:29910:29227	TIGR01865.1	0.021	11.8	0.1
GCF_001538155.1	NZ_LIIC01000318.1	57091	56408	lcl|ORF367_NZ_LIIC01000318.1:57091:56408	TIGR01865.1	0.057	10.4	0.1
GCF_001538245.1	NZ_LIIH01000118.1	110966	110283	lcl|ORF114_NZ_LIIH01000118.1:110966:110283	TIGR01865.1	0.059	10.4	0.1
GCF_001538705.1	NZ_FCFQ01000002.1	409076	409765	lcl|ORF282_NZ_FCFQ01000002.1:409076:409765	TIGR01865.1	0.00052	17.0	0.1
GCF_001538745.1	NZ_FCJR01000002.1	279927	279238	lcl|ORF558_NZ_FCJR01000002.1:279927:279238	TIGR01865.1	0.00052	17.0	0.1
GCF_001538965.1	NZ_FCJQ01000001.1	1998213	1997533	lcl|ORF1373_NZ_FCJQ01000001.1:1998213:1997533	TIGR01865.1	0.0026	14.7	0.3
GCF_001538965.1	NZ_FCJQ01000001.1	1998213	1997533	lcl|ORF1373_NZ_FCJQ01000001.1:1998213:1997533	TIGR03031.1	0.0099	12.7	0.2
GCF_001539025.1	NZ_FCGU01000002.1	446273	446962	lcl|ORF335_NZ_FCGU01000002.1:446273:446962	TIGR01865.1	0.00052	17.0	0.1
GCF_001539585.1	NZ_FCHP01000003.1	279863	279174	lcl|ORF655_NZ_FCHP01000003.1:279863:279174	TIGR01865.1	0.00052	17.0	0.1
GCF_001540825.1	NZ_FCKI01000003.1	177512	176823	lcl|ORF469_NZ_FCKI01000003.1:177512:176823	TIGR01865.1	0.00052	17.0	0.1
GCF_001541845.1	NZ_LRMR01000004.1	94832	92418	lcl|ORF160_NZ_LRMR01000004.1:94832:92418	TIGR01865.1	0.018	12.2	0.0
GCF_001542045.1	NZ_LNTA01000072.1	2433	4025	lcl|ORF1_NZ_LNTA01000072.1:2433:4025	TIGR01865.1	1.3	5.8	4.7
GCF_001542055.1	NZ_LOBI01000332.1	325601	326524	lcl|ORF167_NZ_LOBI01000332.1:325601:326524	TIGR01865.1	6e-07	26.3	0.0
GCF_001542065.1	NZ_LOBF01000180.1	274729	275652	lcl|ORF98_NZ_LOBF01000180.1:274729:275652	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542095.1	NZ_LOBG01000160.1	274732	275655	lcl|ORF96_NZ_LOBG01000160.1:274732:275655	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542125.1	NZ_LOBL01000103.1	325635	326558	lcl|ORF57_NZ_LOBL01000103.1:325635:326558	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542135.1	NZ_LOBH01000215.1	325408	326331	lcl|ORF109_NZ_LOBH01000215.1:325408:326331	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542155.1	NZ_LOBJ01000296.1	325600	326523	lcl|ORF109_NZ_LOBJ01000296.1:325600:326523	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542175.1	NZ_LOBK01000237.1	325409	326332	lcl|ORF167_NZ_LOBK01000237.1:325409:326332	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542205.1	NZ_LNSZ01000072.1	2431	4023	lcl|ORF3_NZ_LNSZ01000072.1:2431:4023	TIGR01865.1	1.6	5.5	4.8
GCF_001542215.1	NZ_LOBM01000091.1	325827	326750	lcl|ORF57_NZ_LOBM01000091.1:325827:326750	TIGR01865.1	5.9e-07	26.3	0.0
GCF_001542395.1	NZ_LNIW01000055.1	52904	52239	lcl|ORF223_NZ_LNIW01000055.1:52904:52239	TIGR01865.1	6.7e-05	20.1	0.0
GCF_001542795.2	NZ_CP008872.2	4761767	4762405	lcl|ORF4137_NZ_CP008872.2:4761767:4762405	TIGR01865.1	5e-06	24.1	0.0
GCF_001542795.2	NZ_CP008872.2	4761767	4762405	lcl|ORF4137_NZ_CP008872.2:4761767:4762405	TIGR03031.1	0.0039	14.5	0.0
GCF_001543125.1	NZ_CP014135.1	4580382	4581023	lcl|ORF935_NZ_CP014135.1:4580382:4581023	TIGR01865.1	0.0016	15.3	0.1
GCF_001543505.1	NZ_JNUX01000029.1	23629	24036	lcl|ORF11_NZ_JNUX01000029.1:23629:24036	TIGR01865.1	0.0093	12.0	0.0
GCF_001547755.1	NZ_AP013042.1	1082875	1079711	lcl|ORF1246_NZ_AP013042.1:1082875:1079711	TIGR01865.1	6.1e-150	497.5	62.5
GCF_001547755.1	NZ_AP013042.1	170958	169726	lcl|ORF932_NZ_AP013042.1:170958:169726	TIGR01865.1	9.6e-05	17.2	0.3
GCF_001547935.1	NZ_AP014635.1	2635518	2634535	lcl|ORF2521_NZ_AP014635.1:2635518:2634535	TIGR01865.1	0.00036	16.9	0.0
GCF_001548355.1	NZ_AP014951.1	587192	586179	lcl|ORF6313_NZ_AP014951.1:587192:586179	TIGR01865.1	0.0004	17.5	0.0
GCF_001548355.1	NZ_AP014951.1	1572832	1571867	lcl|ORF3936_NZ_AP014951.1:1572832:1571867	TIGR01865.1	3.1	4.6	5.0
GCF_001548355.1	NZ_AP014951.1	3770569	3769889	lcl|ORF3529_NZ_AP014951.1:3770569:3769889	TIGR03031.1	0.071	10.0	0.0
GCF_001549735.1	NZ_LRVH01000064.1	93337	92723	lcl|ORF64_NZ_LRVH01000064.1:93337:92723	TIGR01865.1	0.00029	16.5	0.0
GCF_001549745.1	NZ_LRVF01000062.1	225206	225820	lcl|ORF162_NZ_LRVF01000062.1:225206:225820	TIGR01865.1	0.00032	16.5	0.0
GCF_001549745.1	NZ_LRVF01000062.1	110474	110791	lcl|ORF145_NZ_LRVF01000062.1:110474:110791	TIGR01865.1	0.0069	12.0	0.0
GCF_001549755.1	NZ_LRVI01000001.1	26846	27460	lcl|ORF62_NZ_LRVI01000001.1:26846:27460	TIGR01865.1	0.00029	16.5	0.0
GCF_001549765.1	NZ_LRVE01000116.1	225200	225814	lcl|ORF140_NZ_LRVE01000116.1:225200:225814	TIGR01865.1	0.00032	16.5	0.0
GCF_001549765.1	NZ_LRVE01000116.1	110468	110785	lcl|ORF123_NZ_LRVE01000116.1:110468:110785	TIGR01865.1	0.0069	12.0	0.0
GCF_001549815.1	NZ_LRVG01000059.1	30644	31258	lcl|ORF58_NZ_LRVG01000059.1:30644:31258	TIGR01865.1	0.00033	16.5	0.0
GCF_001549815.1	NZ_LRVG01000128.1	113511	113828	lcl|ORF19_NZ_LRVG01000128.1:113511:113828	TIGR01865.1	0.0071	12.0	0.0
